増	ゾウ ・ ます ・ まし ・ ふえる ・ ふやす	increase; add; augment; gain; promote	general
蔵	ゾウ ・ ソウ ・ くら ・ おさめる ・ かくれる	storehouse; hide; own; have; possess	general
造	ゾウ ・ つくる ・ つくり ・ -づくり	create; make; structure; physique	general
側	ソク ・ かわ ・ がわ ・ そば	side; lean; oppose; regret	general
足	ソク ・ あし ・ たりる ・ たる ・ たす	leg; foot; be sufficient; counter for pairs of footwear	general
族	ゾク	tribe; family	general
続	ゾク ・ ショク ・ コウ ・ キョウ ・ つづく ・ つづける ・ つぐない	continue; series; sequel	general
村	ソン ・ むら	village; town	general
多	タ ・ おおい ・ まさに ・ まさる	many; frequent; much	general
打	ダ ・ ダアス ・ うつ ・ うち- ・ ぶつ	strike; hit; knock; pound; dozen	general
組	ソ ・ くむ ・ くみ ・ -ぐみ	association; braid; plait; construct; assemble; unite; cooperate; grapple	general
訴	ソ ・ うったえる	accusation; sue; complain of pain; appeal to	general
席	セキ ・ むしろ	seat; mat; occasion; place	general
石	セキ ・ シャク ・ コク ・ いし	stone	general
切	セツ ・ サイ ・ きる ・ -きる ・ きり ・ -きり ・ -ぎり ・ きれる ・ -きれる ・ きれ ・ -きれ ・ -ぎれ	cut; cutoff; be sharp	general
設	セツ ・ もうける	establishment; provision; prepare	general
説	セツ ・ ゼイ ・ とく	rumor; opinion; theory	general
先	セン ・ さき ・ まず	before; ahead; previous; future; precedence	general
千	セン ・ ち	thousand	general
川	セン ・ かわ	stream; river; river or 3-stroke river radical (no. 47)	general
戦	セン ・ いくさ ・ たたかう ・ おののく ・ そよぐ ・ わななく	war; battle; match	general
線	セン ・ すじ	line; track	general
選	セン ・ えらぶ	elect; select; choose; prefer	general
鮮	セン ・ あざやか	fresh; vivid; clear; brilliant; Korea	general
前	ゼン ・ まえ ・ -まえ	in front; before	general
然	ゼン ・ ネン ・ しか ・ しかり ・ しかし ・ さ	sort of thing; so; if so; in that case; well	general
全	ゼン ・ まったく ・ すべて	whole; entire; all; complete; fulfill	general
税	ゼイ	tax; duty	general
政	セイ ・ ショウ ・ まつりごと ・ まん	politics; government	general
整	セイ ・ ととのえる ・ ととのう	organize; arranging; tune; tone; meter; key (music)	general
