善	ゼン ・ よい ・ いい ・ よく ・ よしとする	virtuous; good; goodness	general
措	ソ ・ おく	set aside; give up; suspend; discontinue; lay aside; except	general
狙	ソ ・ ショ ・ ねらう ・ ねらい	aim at; sight; shadow; stalk	general
星	セイ ・ ショウ ・ ほし ・ -ぼし	star; spot; dot; mark	general
清	セイ ・ ショウ ・ シン ・ きよい ・ きよまる ・ きよめる	pure; purify; cleanse; exorcise; Manchu dynasty	general
盛	セイ ・ ジョウ ・ もる ・ さかる ・ さかん	boom; prosper; copulate	general
精	セイ ・ ショウ ・ シヤウ	refined; ghost; fairy; energy; vitality; semen; excellence; purity; skill	general
請	セイ ・ シン ・ ショウ ・ こう ・ うける	solicit; invite; ask	general
青	セイ ・ ショウ ・ あお ・ あお- ・ あおい	blue; green	general
静	セイ ・ ジョウ ・ しず- ・ しずか ・ しずまる ・ しずめる	quiet	general
図	ズ ・ ト ・ え ・ はかる	map; drawing; plan; unexpected; accidentally	general
推	スイ ・ おす	conjecture; infer; guess; suppose; support	general
譲	ジョウ ・ ゆずる	defer; turnover; transfer; convey	general
植	ショク ・ うえる ・ うわる	plant	general
織	ショク ・ シキ ・ おる ・ おり ・ おり ・ -おり ・ -おり	weave; fabric	general
色	ショク ・ シキ ・ いろ	color	general
触	ショク ・ ふれる ・ さわる ・ さわ	contact; touch; feel; hit; proclaim; announce; conflict	general
伸	シン ・ のびる ・ のばす ・ のべる ・ のす	expand; stretch; extend; lengthen; increase	general
慎	シン ・ つつしむ ・ つつし ・ つつしみ	humility; be careful; discrete; prudent	general
振	シン ・ ふる ・ ぶる ・ ふり ・ -ぶり ・ ふるう	shake; wave; wag; swing	general
森	シン ・ もり	forest; woods	general
針	シン ・ はり	needle; pin; staple; stinger	general
震	シン ・ ふるう ・ ふるえる	quake; shake; tremble; quiver; shiver	general
陣	ジン	camp; battle array; ranks; position	general
城	ジョウ ・ しろ	castle	general
順	ジュン	obey; order; turn; right; docility; occasion	general
処	ショ ・ ところ ・ -こ ・ おる	dispose; manage; deal with; sentence; condemn; act; behave; place	general
緒	ショ ・ チョ ・ お ・ いとぐち	thong; beginning; inception; end; cord; strap	general
署	ショ	signature; govt office; police station	general
諸	ショ ・ もろ	various; many; several; together	general
除	ジョ ・ ジ ・ のぞく ・ -よけ	exclude; division (x/3); remove; abolish; cancel; except	general
傷	ショウ ・ きず ・ いたむ ・ いためる	wound; hurt; injure; impair; pain; injury; cut; gash; scar; weak point	general
償	ショウ ・ つぐなう	reparation; make up for; recompense; redeem	general
将	ショウ ・ ソウ ・ まさに ・ はた ・ まさ ・ ひきいる ・ もって	leader; commander; general; admiral; or; and again; soon; from now on; just about	general
承	ショウ ・ ジョウ ・ うけたまわる ・ うける ・ ささげる ・ とどめる ・ たすける ・ こらす ・ ついで ・ すくう	acquiesce; hear; listen to; be informed; receive	general
招	ショウ ・ まねく	beckon; invite; summon; engage	general
昇	ショウ ・ のぼる	rise up	general
昭	ショウ	shining; bright	general
焼	ショウ ・ やく ・ やき ・ やき- ・ -やき ・ やける	bake; burning	general
焦	ショウ ・ こげる ・ こがす ・ こがれる ・ あせる	char; hurry; impatient; irritate; burn; scorch; singe	general
省	セイ ・ ショウ ・ かえりみる ・ はぶく	focus; government ministry; conserve	general
称	ショウ ・ たたえる ・ となえる ・ あげる ・ かなう ・ はかり ・ はかる ・ ほめる	appellation; praise; admire; name; title; fame	general
章	ショウ	badge; chapter; composition; poem; design	general
笑	ショウ ・ わらう ・ えむ	laugh	general
紹	ショウ	introduce; inherit; help	general
衝	ショウ ・ つく	collide; brunt; highway; opposition (astronomy); thrust; pierce; stab; prick	general
障	ショウ ・ さわる	hinder; hurt; harm	general
縮	シュク ・ ちぢむ ・ ちぢまる ・ ちぢめる ・ ちぢれる ・ ちぢらす	shrink; contract; shrivel; wrinkle; reduce	general
春	シュン ・ はる	springtime; spring (season)	general
習	シュウ ・ ジュ ・ ならう ・ ならい	learn	general
週	シュウ	week	general
充	ジュウ ・ あてる ・ みたす	allot; fill	general
従	ジュウ ・ ショウ ・ ジュ ・ したがう ・ したがえる ・ より	accompany; obey; submit to; comply; follow; secondary; incidental; subordinate	general
宿	シュク ・ やど ・ やどる ・ やどす	inn; lodging; relay station; dwell; lodge; be pregnant; home; dwelling	general
授	ジュ ・ さずける ・ さずかる	impart; instruct; grant; confer	general
樹	ジュ ・ き	timber trees; wood	general
需	ジュ	demand; request; need	general
周	シュウ ・ まわり	circumference; circuit; lap	general
宗	シュウ ・ ソウ ・ むね	religion; sect; denomination; main point; origin; essence	general
就	シュウ ・ ジュ ・ つく ・ つける	concerning; settle; take position; depart; study; per	general
修	シュウ ・ シュ ・ おさめる ・ おさまる	discipline; conduct oneself well; study; master	general
秀	シュウ ・ ひいでる	excel; excellence; beauty; surpass	general
秋	シュウ ・ あき ・ とき	autumn	general
弱	ジャク ・ よわい ・ よわる ・ よわまる ・ よわめる	weak; frail	general
射	シャ ・ いる ・ さす	shoot; shine into; onto; archery	general
借	シャク ・ かりる	borrow; rent	general
