count;word;hiragana;meaning;jlpt level
630;殆ど;ほとんど;5
631;本;ほん;5
632;本棚;ほんだな;5
633;本当;ほんとう;5
634;本当に;ほんとうに;5
635;帽子;ぼうし;5
636;僕;ぼく;5
637;ボールペン;ぼーるぺん;5
638;ポケット;ぽけっと;5
639;枚;まい;5
640;毎朝;まいあさ;5
641;毎月;まいげつ;5
642;毎週;まいしゅう;5
643;毎年;まいとし;5
644;毎日;まいにち;5
645;毎晩;まいばん;5
646;前;まえ;5
647;曲がる;まがる;5
648;不味い;まずい;5
649;又;また;5
650;未だ;まだ;5
651;町;まち;5
652;真っ直ぐ;まっすぐ;5
653;マッチ;まっち;5
654;待つ;まつ;5
655;迄;まで;5
656;窓;まど;5
657;丸い;まるい;5
658;万;まん;5
659;万年筆;まんねんひつ;5
660;磨く;みがく;5
661;右;みぎ;5
662;短い;みじかい;5
663;水;みず;5
664;店;みせ;5
665;見せる;みせる;5
666;道;みち;5
667;三日;みっか;5
668;三つ;みっつ;5
669;緑;みどり;5
670;皆;みな;5
671;皆さん;みなさん;5
672;南;みなみ;5
673;耳;みみ;5
674;見る;みる;5
675;皆;みんな;5
676;六日;むいか;5
677;向こう;むこう;5
678;難しい;むずかしい;5
679;六つ;むっつ;5
680;目;め;5
681;眼鏡;めがね;5
682;メートル;めーとる;5
683;もう;もう;5
684;もう一度;もういちど;5
685;木曜日;もくようび;5
686;もしもし;もしもし;5
687;勿論;もちろん;5
688;もっと;もっと;5
689;持つ;もつ;5
690;物;もの;5
691;門;もん;5
692;問題;もんだい;5
693;屋;や;5
694;八百屋;やおや;5
695;野菜;やさい;5
696;易しい;やさしい;5
697;安い;やすい;5
698;休み;やすみ;5
699;休む;やすむ;5
700;八つ;やっつ;5
701;山;やま;5
702;遣る;やる;5
703;夕方;ゆうがた;5
704;郵便局;ゆうびんきょく;5
705;夕べ;ゆうべ;5
706;有名;ゆうめい;5
707;雪;ゆき;5
708;ゆっくり;ゆっくり;5
709;よ;よ;5
710;良い;よい;5
711;様;よう;5
712;八日;ようか;5
713;洋服;ようふく;5
714;良く;よく;5
715;横;よこ;5
716;四日;よっか;5
717;四つ;よっつ;5
718;呼ぶ;よぶ;5
719;読む;よむ;5
720;より;より;5
721;夜;よる;5
722;弱い;よわい;5
723;四;よん;5
724;来月;らいげつ;5
725;来週;らいしゅう;5
726;来年;らいねん;5
727;ラジオ;らじお;5
728;立派;りっぱ;5
729;留学生;りゅうがくせい;5
730;両親;りょうしん;5
731;料理;りょうり;5
732;旅行;りょこう;5
733;リンゴ;りんご;5
734;冷蔵庫;れいぞうこ;5
735;レコード;れこーど;5
736;レストラン;れすとらん;5
737;練習;れんしゅう;5
738;六;ろく;5
739;若い;わかい;5
740;分かる;わかる;5
741;忘れる;わすれる;5
742;私;わたし;5
743;私たち;わたしたち;5
744;渡す;わたす;5
745;渡る;わたる;5
746;悪い;わるい;5
747;を;を;5
748;挨拶;あいさつ;4
749;間;あいだ;4
750;合う;あう;4
751;赤ちゃん;あかちゃん;4
752;赤ん坊;あかんぼう;4
753;上がる;あがる;4
754;空く;あく;4
755;朝寝坊;あさねぼう;4
756;味;あじ;4
757;明日;あす;4
758;遊び;あそび;4
759;集める;あつめる;4
760;謝る;あやまる;4
761;アルバイト;あるばいと;4
762;安心;あんしん;4
763;安全;あんぜん;4
764;あんな;あんな;4
765;案内;あんない;4
766;以下;いか;4
767;以外;いがい;4
768;医学;いがく;4
769;生きる;いきる;4
770;意見;いけん;4
771;石;いし;4
772;苛める;いじめる;4
773;以上;いじょう;4
774;急ぐ;いそぐ;4
775;致す;いたす;4
776;頂く;いただく;4
777;一度;いちど;4
778;一生懸命;いっしょうけんめい;4
779;一杯;いっぱい;4
780;糸;いと;4
781;以内;いない;4
782;田舎;いなか;4
783;祈る;いのる;4
784;いらっしゃる;いらっしゃる;4
785;員;いん;4
786;植える;うえる;4
787;受付;うけつけ;4
788;受ける;うける;4
789;動く;うごく;4
790;嘘;うそ;4
791;家;うち;4
792;打つ;うつ;4
793;美しい;うつくしい;4
794;写す;うつす;4
795;移る;うつる;4
796;腕;うで;4
797;上手い;うまい;4
798;裏;うら;4
799;売り場;うりば;4
800;嬉しい;うれしい;4
801;うん;うん;4
802;運転;うんてん;4
803;運転手;うんてんしゅ;4
804;運動;うんどう;4
805;英和辞典;えいわじてん;4
806;エスカレーター;えすかれーたー;4
807;枝;えだ;4
808;選ぶ;えらぶ;4
809;お出でになる;おいでになる;4
810;お祝い;おいわい;4
811;可笑しい;おかしい;4
812;億;おく;4
813;屋上;おくじょう;4
814;贈り物;おくりもの;4
815;送る;おくる;4
816;遅れる;おくれる;4
817;お子さん;おこさん;4
818;起こす;おこす;4
819;行う;おこなう;4
820;怒る;おこる;4
821;押し入れ;おしいれ;4
822;お嬢さん;おじょうさん;4
823;お宅;おたく;4
824;落ちる;おちる;4
825;仰っしゃる;おっしゃる;4
826;夫;おっと;4
827;音;おと;4
828;落とす;おとす;4
829;踊り;おどり;4
830;踊る;おどる;4
831;驚く;おどろく;4
832;お祭り;おまつり;4
833;お見舞い;おみまい;4
834;お土産;おみやげ;4
835;思い出す;おもいだす;4
836;玩具;おもちゃ;4
837;表;おもて;4
838;親;おや;4
839;お湯;おゆ;4
840;下りる;おりる;4
841;折る;おる;4
842;お礼;おれい;4
843;折れる;おれる;4
844;終わり;おわり;4
845;オートバイ;おーとばい;4
846;会;かい;4
847;海岸;かいがん;4
848;会議;かいぎ;4
849;会議室;かいぎしつ;4
850;会場;かいじょう;4
851;会話;かいわ;4
852;帰り;かえり;4
853;変える;かえる;4
854;科学;かがく;4
855;鏡;かがみ;4
856;掛ける;かける;4
857;飾る;かざる;4
858;火事;かじ;4
859;固い;かたい;4
860;形;かたち;4
861;片付ける;かたづける;4
862;課長;かちょう;4
863;格好;かっこう;4
864;勝つ;かつ;4
865;かな;かな;4
866;家内;かない;4
867;悲しい;かなしい;4
868;必ず;かならず;4
869;金持ち;かねもち;4
870;壁;かべ;4
871;髪;かみ;4
872;噛む;かむ;4
873;通う;かよう;4
874;乾く;かわく;4
875;代わり;かわり;4
876;変わる;かわる;4
877;関係;かんけい;4
878;看護婦;かんごふ;4
879;簡単;かんたん;4
880;カーテン;かーてん;4
881;学部;がくぶ;4
882;ガソリン;がそりん;4
883;ガソリンスタンド;がそりんすたんど;4
884;頑張る;がんばる;4
885;気;き;4
886;機会;きかい;4
887;機械;きかい;4
888;危険;きけん;4
889;聞こえる;きこえる;4
890;汽車;きしゃ;4
891;季節;きせつ;4
892;規則;きそく;4
893;屹度;きっと;4
894;絹;きぬ;4
895;厳しい;きびしい;4
896;気分;きぶん;4
897;決まる;きまる;4
898;決める;きめる;4
899;気持ち;きもち;4
900;着物;きもの;4
901;客;きゃく;4
902;急;きゅう;4
903;急行;きゅうこう;4
904;教育;きょういく;4
905;教会;きょうかい;4
906;競争;きょうそう;4
907;興味;きょうみ;4
908;近所;きんじょ;4
909;技術;ぎじゅつ;4
910;空気;くうき;4
911;空港;くうこう;4
912;草;くさ;4
913;下さる;くださる;4
914;首;くび;4
915;雲;くも;4
916;曇る;くもる;4
917;比べる;くらべる;4
918;包む;くるむ;4
919;暮れる;くれる;4
920;君;くん;4
921;具合;ぐあい;4
922;毛;け;4
923;計画;けいかく;4
924;経験;けいけん;4
925;警察;けいさつ;4
926;経済;けいざい;4
927;景色;けしき;4
928;決して;けっして;4
929;けど;けど;4
930;けれど;けれど;4
931;けれども;けれども;4
932;喧嘩;けんか;4
933;研究;けんきゅう;4
934;研究室;けんきゅうしつ;4
935;見物;けんぶつ;4
936;下宿;げしゅく;4
937;原因;げんいん;4
938;湖;こ;4
939;子;こ;4
940;斯う;こう;4
941;郊外;こうがい;4
942;講義;こうぎ;4
943;工業;こうぎょう;4
944;高校;こうこう;4
945;高校生;こうこうせい;4
