Order,id,kanji_name,kanji_meaning,strokes,grade,newspaper_frequency,jlpt_level,jinmeiyo,twitter_frequency,aozora_frequency,wikipedia_frequency,news_frequency,sum,missing_column,# strokes bonus,TOTAL SCORE,top 100,,top 100 bonus,Not Jouyou Penalty
3377,2719,崚,towering in a row,,,,1,1,4504,5919,4393,3623,14046,no,0,17046,,,,3000
3378,52467,閩,,,,,,0,,,3329,,0,yes,,,,,,
3379,52468,龐,,,,,,0,,,3423,,0,yes,,,,,,
3380,52469,铁,,,,,,0,,,3440,,0,yes,,,,,,
3381,52470,峴,,,,,,0,,,3600,,0,yes,,,,,,
3382,52471,騸,,,,,,0,,,3613,,0,yes,,,,,,
3383,52472,车,,,,,,0,,,3614,,0,yes,,,,,,
3384,52473,璐,,,,,,0,,,3621,,0,yes,,,,,,
3385,52474,兗,,,,,,0,,,3684,,0,yes,,,,,,
3386,52475,壩,,,,,,0,,,3733,,0,yes,,,,,,
3387,2407,貰,get,,,2126,,1,832,693,2234,,1525,yes,,,,,,
3388,52476,线,,,,,,0,,,3772,,0,yes,,,,,,
3389,52477,邢,,,,,,0,,,3774,,0,yes,,,,,,
3390,52478,吳,,,,,,0,,,3777,,0,yes,,,,,,
3391,52479,涇,,,,,,0,,,3783,,0,yes,,,,,,
3392,52480,翟,,,,,,0,,,3802,,0,yes,,,,,,
3393,52481,贛,,,,,,0,,,3808,,0,yes,,,,,,
3394,52482,鄴,,,,,,0,,,3827,,0,yes,,,,,,
3395,52483,汶,,,,,,0,,,3832,,0,yes,,,,,,
3396,52484,鵰,,,,,,0,,,3873,,0,yes,,,,,,
3397,52485,卡,,,,,,0,,,3881,,0,yes,,,,,,
3398,52486,县,,,,,,0,,,3886,,0,yes,,,,,,
3399,52487,毓,,,,,,0,,,3893,,0,yes,,,,,,
3400,52488,婷,,,,,,0,,,3901,,0,yes,,,,,,
3401,52489,郝,,,,,,0,,,3905,,0,yes,,,,,,
3402,52490,长,,,,,,0,,,3909,,0,yes,,,,,,
3403,52491,龙,,,,,,0,,,3928,,0,yes,,,,,,
3404,52492,紇,,,,,,0,,,3946,,0,yes,,,,,,
3405,52493,鞮,,,,,,0,,,3957,,0,yes,,,,,,
3406,52494,厲,,,,,,0,,,3993,,0,yes,,,,,,
3407,52495,尔,,,,,,0,,,4012,,0,yes,,,,,,
3408,52496,门,,,,,,0,,,4014,,0,yes,,,,,,
3409,52497,說,,,,,,0,,,4025,,0,yes,,,,,,
3410,52498,运,,,,,,0,,,4047,,0,yes,,,,,,
3411,2751,寬,broad,,,,,1,,,4057,,0,yes,,,,,,
3412,52499,团,,,,,,0,,,4069,,0,yes,,,,,,
3413,52500,楨,,,,,,0,,,4071,,0,yes,,,,,,
3414,52501,厝,,,,,,0,,,4074,,0,yes,,,,,,
3415,52502,战,,,,,,0,,,4081,,0,yes,,,,,,
3416,52503,瓚,,,,,,0,,,4092,,0,yes,,,,,,
3417,52504,淄,,,,,,0,,,4105,,0,yes,,,,,,
3418,52505,芮,,,,,,0,,,4113,,0,yes,,,,,,
3419,52506,莒,,,,,,0,,,4118,,0,yes,,,,,,
3420,52507,赛,,,,,,0,,,4126,,0,yes,,,,,,
3421,2776,郞,gentleman,,,,,1,,,4129,,0,yes,,,,,,
3422,52508,柒,,,,,,0,,,4134,,0,yes,,,,,,
3423,52509,敎,,,,,,0,,,4145,,0,yes,,,,,,
3424,52510,琮,,,,,,0,,,4147,,0,yes,,,,,,
3425,52511,繇,,,,,,0,,,4167,,0,yes,,,,,,
3426,52512,邕,,,,,,0,,,4190,,0,yes,,,,,,
3427,52513,宁,,,,,,0,,,4210,,0,yes,,,,,,
3428,52514,庾,,,,,,0,,,4215,,0,yes,,,,,,
3429,52515,毗,,,,,,0,,,4217,,0,yes,,,,,,
3430,52516,报,,,,,,0,,,4233,,0,yes,,,,,,
3431,52517,图,,,,,,0,,,4235,,0,yes,,,,,,
3432,52518,镇,,,,,,0,,,4245,,0,yes,,,,,,
3433,52519,龔,,,,,,0,,,4253,,0,yes,,,,,,
3434,49011,體,,,,,,0,,1041,3213,,1041,yes,,,,,,
3435,52520,靑,,,,,,0,,,4256,,0,yes,,,,,,
3436,52521,佟,,,,,,0,,,4259,,0,yes,,,,,,
3437,52522,闐,,,,,,0,,,4268,,0,yes,,,,,,
3438,52523,汉,,,,,,0,,,4274,,0,yes,,,,,,
3439,52524,联,,,,,,0,,,4282,,0,yes,,,,,,
3440,52525,桥,,,,,,0,,,4283,,0,yes,,,,,,
3441,52526,愷,,,,,,0,,,4287,,0,yes,,,,,,
3442,52527,濰,,,,,,0,,,4290,,0,yes,,,,,,
3443,52528,嬴,,,,,,0,,,4296,,0,yes,,,,,,
3444,52529,氐,,,,,,0,,,4297,,0,yes,,,,,,
3445,52530,馆,,,,,,0,,,4299,,0,yes,,,,,,
3446,52531,刘,,,,,,0,,,4302,,0,yes,,,,,,
3447,52532,犍,,,,,,0,,,4313,,0,yes,,,,,,
3448,52533,洮,,,,,,0,,,4319,,0,yes,,,,,,
3449,52534,壢,,,,,,0,,,4322,,0,yes,,,,,,
3450,52535,枻,,,,,,0,,,4323,,0,yes,,,,,,
3451,52536,筠,,,,,,0,,,4328,,0,yes,,,,,,
3452,52537,愃,,,,,,0,,,4331,,0,yes,,,,,,
3453,52538,顗,,,,,,0,,,4333,,0,yes,,,,,,
3454,52539,歙,,,,,,0,,,4338,,0,yes,,,,,,
3455,52540,吒,,,,,,0,,,4343,,0,yes,,,,,,
3456,52541,顥,,,,,,0,,,4350,,0,yes,,,,,,
3457,52542,涿,,,,,,0,,,4356,,0,yes,,,,,,
3458,52543,邳,,,,,,0,,,4366,,0,yes,,,,,,
3459,52544,郃,,,,,,0,,,4373,,0,yes,,,,,,
3460,2777,錄,copy,,,,,1,,,4374,,0,yes,,,,,,
3461,52545,軀,,,,,,0,,,4381,,0,yes,,,,,,
3462,52546,彤,,,,,,0,,,4382,,0,yes,,,,,,
3463,52547,琰,,,,,,0,,,4394,,0,yes,,,,,,
3464,52548,书,,,,,,0,,,4396,,0,yes,,,,,,
3465,52549,亚,,,,,,0,,,4400,,0,yes,,,,,,
3466,52550,琛,,,,,,0,,,4401,,0,yes,,,,,,
3467,52551,际,,,,,,0,,,4404,,0,yes,,,,,,
3468,52552,兰,,,,,,0,,,4406,,0,yes,,,,,,
3469,52553,蕙,,,,,,0,,,4413,,0,yes,,,,,,
3470,52554,琬,,,,,,0,,,4419,,0,yes,,,,,,
3471,52555,歷,,,,,,0,,,4420,,0,yes,,,,,,
3472,52556,墩,,,,,,0,,,4425,,0,yes,,,,,,
3473,52557,譙,,,,,,0,,,4434,,0,yes,,,,,,
3474,52558,暠,,,,,,0,,,4447,,0,yes,,,,,,
3475,52559,鄱,,,,,,0,,,4448,,0,yes,,,,,,
3476,52560,鈺,,,,,,0,,,4451,,0,yes,,,,,,
3477,52561,昉,,,,,,0,,,4464,,0,yes,,,,,,
3478,52562,璿,,,,,,0,,,4465,,0,yes,,,,,,
3479,52563,侊,,,,,,0,,,4468,,0,yes,,,,,,
3480,52564,諶,,,,,,0,,,4472,,0,yes,,,,,,
3481,52565,莘,,,,,,0,,,4474,,0,yes,,,,,,
3482,52566,潞,,,,,,0,,,4479,,0,yes,,,,,,
3483,52567,苏,,,,,,0,,,4484,,0,yes,,,,,,
3484,52568,釗,,,,,,0,,,4497,,0,yes,,,,,,
3485,52569,滇,,,,,,0,,,4508,,0,yes,,,,,,
3486,52570,玫,,,,,,0,,,4515,,0,yes,,,,,,
3487,52571,风,,,,,,0,,,4521,,0,yes,,,,,,
3488,2750,增,increase,,,,,1,,,4523,,0,yes,,,,,,
3489,52572,沅,,,,,,0,,,4531,,0,yes,,,,,,
3490,52573,勛,,,,,,0,,,4539,,0,yes,,,,,,
3491,52574,龗,,,,,,0,,,4542,,0,yes,,,,,,
3492,52575,乡,,,,,,0,,,4544,,0,yes,,,,,,
3493,52576,歆,,,,,,0,,,4546,,0,yes,,,,,,
3494,52577,滁,,,,,,0,,,4548,,0,yes,,,,,,
3495,52578,埕,,,,,,0,,,4554,,0,yes,,,,,,
3496,2769,綠,green,,,,,1,,,4556,,0,yes,,,,,,
3497,52579,杨,,,,,,0,,,4557,,0,yes,,,,,,
3498,52580,磡,,,,,,0,,,4558,,0,yes,,,,,,
3499,52581,达,,,,,,0,,,4567,,0,yes,,,,,,
3500,52582,洱,,,,,,0,,,4594,,0,yes,,,,,,
3501,52583,祜,,,,,,0,,,4595,,0,yes,,,,,,
3502,52584,视,,,,,,0,,,4596,,0,yes,,,,,,
3503,52585,围,,,,,,0,,,4606,,0,yes,,,,,,
3504,52586,禕,,,,,,0,,,4609,,0,yes,,,,,,
3505,52587,鲁,,,,,,0,,,4616,,0,yes,,,,,,
3506,52588,澈,,,,,,0,,,4617,,0,yes,,,,,,
3507,52589,郴,,,,,,0,,,4618,,0,yes,,,,,,
3508,52590,务,,,,,,0,,,4626,,0,yes,,,,,,
3509,52591,滎,,,,,,0,,,4629,,0,yes,,,,,,
3510,52592,妮,,,,,,0,,,4637,,0,yes,,,,,,
3511,52593,鏞,,,,,,0,,,4638,,0,yes,,,,,,
3512,3022,卷,volume,,,,,1,,1758,2884,,1758,yes,,,,,,
3513,52594,璉,,,,,,0,,,4644,,0,yes,,,,,,
3514,52595,产,,,,,,0,,,4645,,0,yes,,,,,,
3515,52596,誾,,,,,,0,,,4646,,0,yes,,,,,,
3516,52597,鍈,,,,,,0,,,4651,,0,yes,,,,,,
3517,52598,罗,,,,,,0,,,4654,,0,yes,,,,,,
3518,52599,涪,,,,,,0,,,4667,,0,yes,,,,,,
3519,52600,璟,,,,,,0,,,4670,,0,yes,,,,,,
3520,52601,飡,,,,,,0,,,4671,,0,yes,,,,,,
3521,52602,岛,,,,,,0,,,4673,,0,yes,,,,,,
3522,52603,啟,,,,,,0,,,4679,,0,yes,,,,,,
3523,52604,亰,,,,,,0,,,4680,,0,yes,,,,,,
3524,52605,乭,,,,,,0,,,4681,,0,yes,,,,,,
3525,52606,蒴,,,,,,0,,,4690,,0,yes,,,,,,
3526,52607,璠,,,,,,0,,,4692,,0,yes,,,,,,
3527,52608,级,,,,,,0,,,4693,,0,yes,,,,,,
3528,52609,维,,,,,,0,,,4694,,0,yes,,,,,,
3529,52610,曻,,,,,,0,,,4699,,0,yes,,,,,,
3530,52611,瓌,,,,,,0,,,4702,,0,yes,,,,,,
3531,52612,崧,,,,,,0,,,4703,,0,yes,,,,,,
3532,52613,煜,,,,,,0,,,4707,,0,yes,,,,,,
3533,52614,邈,,,,,,0,,,4709,,0,yes,,,,,,
3534,52615,记,,,,,,0,,,4720,,0,yes,,,,,,
3535,52616,綝,,,,,,0,,,4721,,0,yes,,,,,,
3536,52617,琇,,,,,,0,,,4722,,0,yes,,,,,,
3537,52618,卫,,,,,,0,,,4724,,0,yes,,,,,,
3538,52619,臏,,,,,,0,,,4727,,0,yes,,,,,,
3539,52620,垈,,,,,,0,,,4731,,0,yes,,,,,,
3540,52621,奶,,,,,,0,,,4732,,0,yes,,,,,,
3541,52622,灤,,,,,,0,,,4737,,0,yes,,,,,,
3542,52623,暲,,,,,,0,,,4738,,0,yes,,,,,,
3543,52624,傕,,,,,,0,,,4742,,0,yes,,,,,,
3544,52625,队,,,,,,0,,,4743,,0,yes,,,,,,
3545,3009,來,come,,,,,1,2067,306,2370,,2373,yes,,,,,,
3546,52626,庆,,,,,,0,,,4747,,0,yes,,,,,,
3547,52627,濊,,,,,,0,,,4758,,0,yes,,,,,,
3548,52628,縯,,,,,,0,,,4763,,0,yes,,,,,,
3549,52629,总,,,,,,0,,,4770,,0,yes,,,,,,
3550,52630,埤,,,,,,0,,,4773,,0,yes,,,,,,
3551,52631,雒,,,,,,0,,,4780,,0,yes,,,,,,
3552,52632,圩,,,,,,0,,,4788,,0,yes,,,,,,
3553,52633,銈,,,,,,0,,,4790,,0,yes,,,,,,
3554,52634,摠,,,,,,0,,,4793,,0,yes,,,,,,
3555,52635,汜,,,,,,0,,,4801,,0,yes,,,,,,
3556,52636,嘎,,,,,,0,,,4812,,0,yes,,,,,,
3557,52637,惲,,,,,,0,,,4822,,0,yes,,,,,,
3558,52638,莆,,,,,,0,,,4824,,0,yes,,,,,,
3559,52639,辦,,,,,,0,,,4826,,0,yes,,,,,,
3560,52640,燾,,,,,,0,,,4834,,0,yes,,,,,,
3561,52641,历,,,,,,0,,,4835,,0,yes,,,,,,
3562,52642,翎,,,,,,0,,,4838,,0,yes,,,,,,
3563,52643,虢,,,,,,0,,,4839,,0,yes,,,,,,
3564,52644,頊,,,,,,0,,,4841,,0,yes,,,,,,
3565,52645,弴,,,,,,0,,,4852,,0,yes,,,,,,
3566,52646,夔,,,,,,0,,,4854,,0,yes,,,,,,
3567,52647,婕,,,,,,0,,,4855,,0,yes,,,,,,
3568,52648,义,,,,,,0,,,4856,,0,yes,,,,,,
3569,52649,睢,,,,,,0,,,4866,,0,yes,,,,,,
3570,52650,璜,,,,,,0,,,4881,,0,yes,,,,,,
3571,52651,彥,,,,,,0,,,4886,,0,yes,,,,,,
3572,52652,鄯,,,,,,0,,,4888,,0,yes,,,,,,
3573,52653,窠,,,,,,0,,,4894,,0,yes,,,,,,
3574,52654,闻,,,,,,0,,,4896,,0,yes,,,,,,
3575,52655,侗,,,,,,0,,,4902,,0,yes,,,,,,
3576,52656,陘,,,,,,0,,,4908,,0,yes,,,,,,
3577,52657,媧,,,,,,0,,,4910,,0,yes,,,,,,
3578,52658,责,,,,,,0,,,4911,,0,yes,,,,,,
3579,52659,计,,,,,,0,,,4920,,0,yes,,,,,,
3580,52660,崁,,,,,,0,,,4924,,0,yes,,,,,,
3581,52661,滘,,,,,,0,,,4932,,0,yes,,,,,,
3582,2816,蠟,wax,,,,,1,,,4935,,0,yes,,,,,,
3583,52662,睺,,,,,,0,,,4936,,0,yes,,,,,,
3584,52663,腟,,,,,,0,,,4937,,0,yes,,,,,,
3585,52664,朐,,,,,,0,,,4940,,0,yes,,,,,,
3586,52665,沔,,,,,,0,,,4944,,0,yes,,,,,,
3587,52666,师,,,,,,0,,,4950,,0,yes,,,,,,
3588,52667,设,,,,,,0,,,4952,,0,yes,,,,,,
3589,52668,汴,,,,,,0,,,4953,,0,yes,,,,,,
3590,52669,噶,,,,,,0,,,4958,,0,yes,,,,,,
3591,52670,姬,,,,,,0,,,4960,,0,yes,,,,,,
3592,52671,划,,,,,,0,,,4961,,0,yes,,,,,,
3593,52672,玟,,,,,,0,,,4962,,0,yes,,,,,,
3594,52673,赵,,,,,,0,,,4967,,0,yes,,,,,,
3595,52674,孙,,,,,,0,,,4968,,0,yes,,,,,,
3596,52675,挹,,,,,,0,,,4969,,0,yes,,,,,,
3597,52676,瓘,,,,,,0,,,4973,,0,yes,,,,,,
3598,52677,駙,,,,,,0,,,4976,,0,yes,,,,,,
3599,52678,夘,,,,,,0,,,4983,,0,yes,,,,,,
3600,52679,潽,,,,,,0,,,4987,,0,yes,,,,,,
3601,52680,芷,,,,,,0,,,4989,,0,yes,,,,,,
3602,52681,鏢,,,,,,0,,,5006,,0,yes,,,,,,
3603,52682,靚,,,,,,0,,,5007,,0,yes,,,,,,
3604,52683,强,,,,,,0,,,5013,,0,yes,,,,,,
3605,52684,凤,,,,,,0,,,5022,,0,yes,,,,,,
3606,52685,璘,,,,,,0,,,5023,,0,yes,,,,,,
3607,52686,济,,,,,,0,,,5025,,0,yes,,,,,,
3608,52687,訢,,,,,,0,,,5029,,0,yes,,,,,,
3609,52688,菏,,,,,,0,,,5031,,0,yes,,,,,,
3610,52689,圣,,,,,,0,,,5036,,0,yes,,,,,,
3611,52690,蒯,,,,,,0,,,5038,,0,yes,,,,,,
3612,52691,营,,,,,,0,,,5043,,0,yes,,,,,,
3613,52692,鸕,,,,,,0,,,5047,,0,yes,,,,,,
3614,52693,爸,,,,,,0,,,5052,,0,yes,,,,,,
3615,52694,组,,,,,,0,,,5058,,0,yes,,,,,,
3616,52695,煒,,,,,,0,,,5059,,0,yes,,,,,,
3617,52696,甯,,,,,,0,,,5065,,0,yes,,,,,,
3618,52697,资,,,,,,0,,,5073,,0,yes,,,,,,
3619,52698,邙,,,,,,0,,,5076,,0,yes,,,,,,
3620,52699,规,,,,,,0,,,5085,,0,yes,,,,,,
3621,52700,粵,,,,,,0,,,5090,,0,yes,,,,,,
3622,52701,畯,,,,,,0,,,5093,,0,yes,,,,,,
3623,52702,酈,,,,,,0,,,5095,,0,yes,,,,,,
3624,52703,澧,,,,,,0,,,5096,,0,yes,,,,,,
3625,52704,钢,,,,,,0,,,5098,,0,yes,,,,,,
3626,52705,婺,,,,,,0,,,5100,,0,yes,,,,,,
3627,52706,檔,,,,,,0,,,5102,,0,yes,,,,,,
3628,52707,娛,,,,,,0,,,5106,,0,yes,,,,,,
3629,52708,勐,,,,,,0,,,5110,,0,yes,,,,,,
3630,52709,杦,,,,,,0,,,5113,,0,yes,,,,,,
3631,52710,惕,,,,,,0,,,5115,,0,yes,,,,,,
3632,52711,郑,,,,,,0,,,5116,,0,yes,,,,,,
3633,52712,蒨,,,,,,0,,,5117,,0,yes,,,,,,
3634,52713,妤,,,,,,0,,,5126,,0,yes,,,,,,
3635,52714,丰,,,,,,0,,,5129,,0,yes,,,,,,
3636,52715,羿,,,,,,0,,,5131,,0,yes,,,,,,
3637,52716,芾,,,,,,0,,,5133,,0,yes,,,,,,
3638,52717,陕,,,,,,0,,,5135,,0,yes,,,,,,
3639,52718,韩,,,,,,0,,,5136,,0,yes,,,,,,
3640,52719,陴,,,,,,0,,,5138,,0,yes,,,,,,
3641,52720,灝,,,,,,0,,,5140,,0,yes,,,,,,
3642,52721,棱,,,,,,0,,,5142,,0,yes,,,,,,
3643,52722,权,,,,,,0,,,5146,,0,yes,,,,,,
3644,52723,嶠,,,,,,0,,,5151,,0,yes,,,,,,
3645,52724,佬,,,,,,0,,,5156,,0,yes,,,,,,
3646,52725,涂,,,,,,0,,,5160,,0,yes,,,,,,
3647,52726,擶,,,,,,0,,,5166,,0,yes,,,,,,
3648,52727,户,,,,,,0,,,5167,,0,yes,,,,,,
3649,52728,溧,,,,,,0,,,5169,,0,yes,,,,,,
3650,52729,顒,,,,,,0,,,5178,,0,yes,,,,,,
3651,52730,统,,,,,,0,,,5182,,0,yes,,,,,,
3652,49027,數,,,,,,0,,1423,3764,,1423,yes,,,,,,
3653,52731,俞,,,,,,0,,,5189,,0,yes,,,,,,
3654,52732,毌,,,,,,0,,,5190,,0,yes,,,,,,
3655,52733,薭,,,,,,0,,,5191,,0,yes,,,,,,
3656,52734,泽,,,,,,0,,,5194,,0,yes,,,,,,
3657,52735,郅,,,,,,0,,,5198,,0,yes,,,,,,
3658,2755,揭,raise,,,,,1,,,5200,,0,yes,,,,,,
3659,52736,潢,,,,,,0,,,5211,,0,yes,,,,,,
3660,52737,闓,,,,,,0,,,5214,,0,yes,,,,,,
3661,52738,鋕,,,,,,0,,,5219,,0,yes,,,,,,
3662,2753,徵,summon,,,,,1,,,5221,,0,yes,,,,,,
3663,52739,嬛,,,,,,0,,,5222,,0,yes,,,,,,
3664,52740,档,,,,,,0,,,5229,,0,yes,,,,,,
3665,52741,则,,,,,,0,,,5232,,0,yes,,,,,,
3666,52742,锦,,,,,,0,,,5239,,0,yes,,,,,,
3667,52743,凞,,,,,,0,,,5240,,0,yes,,,,,,
3668,52744,极,,,,,,0,,,5241,,0,yes,,,,,,
3669,52745,簱,,,,,,0,,,5243,,0,yes,,,,,,
3670,52746,标,,,,,,0,,,5244,,0,yes,,,,,,
3671,52747,杻,,,,,,0,,,5246,,0,yes,,,,,,
3672,52748,俀,,,,,,0,,,5254,,0,yes,,,,,,
3673,52749,洹,,,,,,0,,,5266,,0,yes,,,,,,
3674,52750,贵,,,,,,0,,,5268,,0,yes,,,,,,
3675,52751,荔,,,,,,0,,,5269,,0,yes,,,,,,
3676,52752,鑲,,,,,,0,,,5279,,0,yes,,,,,,
3677,52753,鄆,,,,,,0,,,5283,,0,yes,,,,,,
3678,52754,树,,,,,,0,,,5285,,0,yes,,,,,,
3679,52755,陆,,,,,,0,,,5286,,0,yes,,,,,,
3680,52756,沭,,,,,,0,,,5296,,0,yes,,,,,,
3681,52757,乌,,,,,,0,,,5297,,0,yes,,,,,,
3682,52758,碭,,,,,,0,,,5298,,0,yes,,,,,,
3683,52759,编,,,,,,0,,,5303,,0,yes,,,,,,
3684,52760,拖,,,,,,0,,,5308,,0,yes,,,,,,
3685,52761,綦,,,,,,0,,,5309,,0,yes,,,,,,
3686,52762,盱,,,,,,0,,,5311,,0,yes,,,,,,
3687,52763,议,,,,,,0,,,5312,,0,yes,,,,,,
3688,49020,歸,,,,,,0,,1305,4007,,1305,yes,,,,,,
3689,52764,樑,,,,,,0,,,5314,,0,yes,,,,,,
3690,52765,朵,,,,,,0,,,5319,,0,yes,,,,,,
3691,52766,瑄,,,,,,0,,,5320,,0,yes,,,,,,
3692,52767,蕓,,,,,,0,,,5327,,0,yes,,,,,,
3693,52768,胜,,,,,,0,,,5329,,0,yes,,,,,,
3694,52769,珣,,,,,,0,,,5330,,0,yes,,,,,,
3695,52770,榆,,,,,,0,,,5335,,0,yes,,,,,,
3696,52771,瑀,,,,,,0,,,5337,,0,yes,,,,,,
3697,52772,论,,,,,,0,,,5338,,0,yes,,,,,,
3698,52773,擎,,,,,,0,,,5340,,0,yes,,,,,,
3699,52774,暨,,,,,,0,,,5341,,0,yes,,,,,,
3700,52775,賾,,,,,,0,,,5344,,0,yes,,,,,,
3701,52776,艋,,,,,,0,,,5346,,0,yes,,,,,,
3702,52777,姝,,,,,,0,,,5348,,0,yes,,,,,,
3703,52778,戩,,,,,,0,,,5350,,0,yes,,,,,,
3704,52779,閦,,,,,,0,,,5352,,0,yes,,,,,,
3705,52780,孁,,,,,,0,,,5353,,0,yes,,,,,,
3706,52781,舺,,,,,,0,,,5354,,0,yes,,,,,,
3707,52782,靳,,,,,,0,,,5356,,0,yes,,,,,,
3708,52783,邛,,,,,,0,,,5358,,0,yes,,,,,,
3709,52784,囉,,,,,,0,,,5359,,0,yes,,,,,,
3710,52785,悅,,,,,,0,,,5364,,0,yes,,,,,,
3711,52786,湣,,,,,,0,,,5369,,0,yes,,,,,,
3712,52787,泠,,,,,,0,,,5373,,0,yes,,,,,,
3713,52788,辽,,,,,,0,,,5377,,0,yes,,,,,,
3714,52789,复,,,,,,0,,,5379,,0,yes,,,,,,
3715,52790,晓,,,,,,0,,,5380,,0,yes,,,,,,
3716,52791,秭,,,,,,0,,,5382,,0,yes,,,,,,
3717,52792,嵋,,,,,,0,,,5384,,0,yes,,,,,,
3718,52793,棵,,,,,,0,,,5386,,0,yes,,,,,,
3719,2772,薰,a medicinal herb,,,,,1,,,5388,,0,yes,,,,,,
3720,52794,鄕,,,,,,0,,,5390,,0,yes,,,,,,
3721,52795,卬,,,,,,0,,,5391,,0,yes,,,,,,
3722,52796,俔,,,,,,0,,,5396,,0,yes,,,,,,
3723,52797,佘,,,,,,0,,,5398,,0,yes,,,,,,
3724,52798,俅,,,,,,0,,,5402,,0,yes,,,,,,
3725,52799,暐,,,,,,0,,,5403,,0,yes,,,,,,
3726,52800,协,,,,,,0,,,5404,,0,yes,,,,,,
3727,52801,皝,,,,,,0,,,5411,,0,yes,,,,,,
3728,52802,荣,,,,,,0,,,5415,,0,yes,,,,,,
3729,52803,玥,,,,,,0,,,5416,,0,yes,,,,,,
3730,49016,覗,,,,,,0,1637,1151,2628,,2788,yes,,,,,,
3731,52804,儋,,,,,,0,,,5417,,0,yes,,,,,,
3732,52805,嵊,,,,,,0,,,5423,,0,yes,,,,,,
3733,52806,嵓,,,,,,0,,,5427,,0,yes,,,,,,
3734,2821,焰,flame,,,,,1,,,5428,,0,yes,,,,,,
3735,52807,禑,,,,,,0,,,5432,,0,yes,,,,,,
3736,52808,鄖,,,,,,0,,,5434,,0,yes,,,,,,
3737,52809,腳,,,,,,0,,,5436,,0,yes,,,,,,
3738,52810,婧,,,,,,0,,,5437,,0,yes,,,,,,
3739,52811,愔,,,,,,0,,,5438,,0,yes,,,,,,
3740,52812,刕,,,,,,0,,,5440,,0,yes,,,,,,
3741,52813,沪,,,,,,0,,,5441,,0,yes,,,,,,
3742,52814,漯,,,,,,0,,,5444,,0,yes,,,,,,
3743,52815,鉃,,,,,,0,,,5445,,0,yes,,,,,,
3744,52816,导,,,,,,0,,,5446,,0,yes,,,,,,
3745,52817,毖,,,,,,0,,,5447,,0,yes,,,,,,
3746,52818,奖,,,,,,0,,,5448,,0,yes,,,,,,
3747,52819,幷,,,,,,0,,,5451,,0,yes,,,,,,
3748,52820,錡,,,,,,0,,,5452,,0,yes,,,,,,
3749,52821,絕,,,,,,0,,,5453,,0,yes,,,,,,
3750,52822,峒,,,,,,0,,,5455,,0,yes,,,,,,
3751,52823,驊,,,,,,0,,,5456,,0,yes,,,,,,
3752,52824,频,,,,,,0,,,5458,,0,yes,,,,,,
3753,52825,眙,,,,,,0,,,5470,,0,yes,,,,,,
3754,52826,别,,,,,,0,,,5472,,0,yes,,,,,,
3755,52827,汛,,,,,,0,,,5474,,0,yes,,,,,,
3756,52828,蘄,,,,,,0,,,5476,,0,yes,,,,,,
3757,52829,塼,,,,,,0,,,5477,,0,yes,,,,,,
3758,52830,处,,,,,,0,,,5479,,0,yes,,,,,,
3759,52831,桒,,,,,,0,,,5480,,0,yes,,,,,,
3760,2767,狀,form,,,,,1,,,5484,,0,yes,,,,,,
3761,52832,凮,,,,,,0,,,5486,,0,yes,,,,,,
3762,52833,璨,,,,,,0,,,5487,,0,yes,,,,,,
3763,52834,竑,,,,,,0,,,5488,,0,yes,,,,,,
3764,52835,鞬,,,,,,0,,,5489,,0,yes,,,,,,
3765,52836,齐,,,,,,0,,,5491,,0,yes,,,,,,
3766,52837,澍,,,,,,0,,,5492,,0,yes,,,,,,
3767,52838,闞,,,,,,0,,,5493,,0,yes,,,,,,
3768,52839,箟,,,,,,0,,,5495,,0,yes,,,,,,
3769,52840,顓,,,,,,0,,,5498,,0,yes,,,,,,
3770,52841,变,,,,,,0,,,5502,,0,yes,,,,,,
3771,52842,题,,,,,,0,,,5503,,0,yes,,,,,,
3772,52843,郯,,,,,,0,,,5505,,0,yes,,,,,,
3773,52844,腾,,,,,,0,,,5508,,0,yes,,,,,,
3774,52845,办,,,,,,0,,,5509,,0,yes,,,,,,
3775,52846,龖,,,,,,0,,,5510,,0,yes,,,,,,
3776,52847,侂,,,,,,0,,,5513,,0,yes,,,,,,
3777,52848,芎,,,,,,0,,,5524,,0,yes,,,,,,
3778,52849,兕,,,,,,0,,,5525,,0,yes,,,,,,
3779,52850,湜,,,,,,0,,,5526,,0,yes,,,,,,
3780,52851,贝,,,,,,0,,,5529,,0,yes,,,,,,
3781,52852,满,,,,,,0,,,5530,,0,yes,,,,,,
3782,52853,驿,,,,,,0,,,5531,,0,yes,,,,,,
3783,52854,殭,,,,,,0,,,5533,,0,yes,,,,,,
3784,52855,閬,,,,,,0,,,5538,,0,yes,,,,,,
3785,52856,豉,,,,,,0,,,5540,,0,yes,,,,,,
3786,52857,鄢,,,,,,0,,,5541,,0,yes,,,,,,
3787,52858,农,,,,,,0,,,5542,,0,yes,,,,,,
3788,52428,圳,,,,,,0,,,2901,2647,2647,yes,,,,,,
3789,52859,璣,,,,,,0,,,5551,,0,yes,,,,,,
3790,49060,續,,,,,,0,,1877,3674,,1877,yes,,,,,,
3791,52860,湄,,,,,,0,,,5552,,0,yes,,,,,,
3792,52861,舰,,,,,,0,,,5555,,0,yes,,,,,,
3793,52862,伦,,,,,,0,,,5557,,0,yes,,,,,,
3794,52863,讯,,,,,,0,,,5559,,0,yes,,,,,,
